are_you_selfemployed,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_companyorganization,is_your_primary_role_within_your_company_related_to_techit,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employerprovided_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_concerns_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,if_a_mental_health_issue_prompted_you_to_request_a_medical_leave_from_work_asking_for_that_leave_would_be,do_you_think_that_discussing_a_mental_health_disorder_with_your_employer_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_your_employer_would_have_negative_consequences,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_coworkers,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_direct_supervisors,do_you_feel_that_your_employer_takes_mental_health_as_seriously_as_physical_health,have_you_heard_of_or_observed_negative_consequences_for_coworkers_who_have_been_open_about_mental_health_issues_in_your_workplace,do_you_have_medical_coverage_private_insurance_or_stateprovided_which_includes_treatment_of_mental_health_issues,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_disorder,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_clients_or_business_contacts,if_you_have_revealed_a_mental_health_issue_to_a_client_or_business_contact_do_you_believe_this_has_impacted_you_negatively,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_coworkers_or_employees,if_you_have_revealed_a_mental_health_issue_to_a_coworker_or_employee_do_you_believe_this_has_impacted_you_negatively,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,do_you_have_previous_employers,have_your_previous_employers_provided_mental_health_benefits,were_you_aware_of_the_options_for_mental_health_care_provided_by_your_previous_employers,did_your_previous_employers_ever_formally_discuss_mental_health_as_part_of_a_wellness_campaign_or_other_official_communication,did_your_previous_employers_provide_resources_to_learn_more_about_mental_health_issues_and_how_to_seek_help,was_your_anonymity_protected_if_you_chose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_with_previous_employers,do_you_think_that_discussing_a_mental_health_disorder_with_previous_employers_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_previous_employers_would_have_negative_consequences,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_previous_coworkers,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_direct_supervisors,did_you_feel_that_your_previous_employers_took_mental_health_as_seriously_as_physical_health,did_you_hear_of_or_observe_negative_consequences_for_coworkers_with_mental_health_issues_in_your_previous_workplaces,would_you_be_willing_to_bring_up_a_physical_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not,would_you_bring_up_a_mental_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not1,do_you_feel_that_being_identified_as_a_person_with_a_mental_health_issue_would_hurt_your_career,do_you_think_that_team_memberscoworkers_would_view_you_more_negatively_if_they_knew_you_suffered_from_a_mental_health_issue,how_willing_would_you_be_to_share_with_friends_and_family_that_you_have_a_mental_illness,have_you_observed_or_experienced_an_unsupportive_or_badly_handled_response_to_a_mental_health_issue_in_your_current_or_previous_workplace,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_disorder_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,do_you_have_a_family_history_of_mental_illness,have_you_had_a_mental_health_disorder_in_the_past,do_you_currently_have_a_mental_health_disorder,if_yes_what_conditions_have_you_been_diagnosed_with,if_maybe_what_conditions_do_you_believe_you_have,have_you_been_diagnosed_with_a_mental_health_condition_by_a_medical_professional,if_so_what_conditions_were_you_diagnosed_with,have_you_ever_sought_treatment_for_a_mental_health_issue_from_a_mental_health_professional,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_being_treated_effectively,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_not_being_treated_effectively,what_is_your_age,what_is_your_gender,what_country_do_you_live_in,what_us_state_or_territory_do_you_live_in,what_country_do_you_work_in,what_us_state_or_territory_do_you_work_in,which_of_the_following_best_describes_your_work_position,do_you_work_remotely,gender_cleaned,gender_female,gender_male,gender_not specified,gender_other,country_grouped,country_Australia,country_Canada,country_France,country_Germany,country_Ireland,country_Netherlands,country_Other,country_Sweden,country_Switzerland,country_United Kingdom,country_United States,age_group,PCA1,PCA2,cluster
0,1-5,1.0,,Yes,1,0,0,I don't know,Somewhat difficult,,0.0,,,I don't know,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,0.0,"Like all interviews, I feel like not putting your ""best foot"" forward puts you at a disadvantage.",0.0,I feel like this would put you out of the running for a position almost immediately. Or at least be used as a negative mark against you.,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",,1,1.0,0.0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder",1,Sometimes,Often,33.0,male,Canada,,Canada,,Back-end Developer,Sometimes,male,False,True,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,25-35,0.8087708641996687,0.14607573199050644,2
1,,,,,,,,,,,,,,,,1.0,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Not applicable to me,,1,I don't know,"No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,I don't know,Some of them,,Only if it would impact my performance to the job.,,"Again, only if it could effect my job performance",Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,38.0,male,United States,New York,United States of America,New York,Supervisor/Team Lead,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-1.9930606602520402,-0.8030575352099865,1
0,100-500,0.0,1.0,Yes,1,I don't know,1,1,Very easy,0.0,0.0,,,1,0.0,,,,,,,,,0,,,,,,,,,,,,,,,,Maybe,"No, I don't think they would",Very open,Maybe/Not sure,0.0,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,42.0,male,Germany,,Germany,,Supervisor/Team Lead|Support|Back-end Developer,Never,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,35-45,-2.7136770984527705,-0.45046869613492535,1
0,26-100,0.0,1.0,No,0,0,0,I don't know,Very difficult,1.0,1.0,0.0,0.0,0,0.0,,,,,,,,,1,"No, none did",I was aware of some,Some did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers",I don't know,Some did,None of them,0.0,"I'm afraid I wouldn't be hired for the job, even when the physical issue would not have been relevant for my work.",,Same reason as above.,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,1.0,I don't know,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,27.0,male,Netherlands,,Netherlands,,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes,male,False,True,False,False,Netherlands,False,False,False,False,False,True,False,False,False,False,False,25-35,3.6694198915209655,-3.489759721796411,0
0,100-500,1.0,,I don't know,0,0,0,I don't know,Somewhat difficult,0.0,0.0,0.0,0.0,I don't know,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,,,0.0,,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,0.0,0,0.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,Sometimes,Often,35.0,male,Germany,,Germany,,Back-end Developer,Never,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,35-45,-0.792491643824619,-0.7230221242573831,1
0,500-1000,0.0,1.0,I don't know,0,1,1,I don't know,Neither easy nor difficult,,0.0,,,I don't know,1.0,,,,,,,,,1,I don't know,"No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,"Yes, all of them",,I'd be wary of them seeing potential time out for appointments etc as a negative,0.0,I think most employers would straight up discount me for that,"Yes, I think it would","No, I don't think they would",Neutral,"Yes, I observed",1.0,1,1.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,Sometimes,Often,34.0,female,United Kingdom,,United Kingdom,,Other,Never,female,True,False,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,0.9933492720076316,-0.868693713077273,0
0,6-25,1.0,,Not eligible for coverage / N/A,,0,0,1,Somewhat easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,0.0,I wouldn't want to be judged against someone healthy,0.0,See above,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,32.0,other,United Kingdom,,United Kingdom,,Other|Supervisor/Team Lead|Support|Back-end Developer|Designer,Never,other,False,False,False,True,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,1.1593663785462505,2.29346576572564,2
0,100-500,1.0,,Not eligible for coverage / N/A,1,0,0,I don't know,Somewhat easy,,0.0,,,0,0.0,,,,,,,,,0,,,,,,,,,,,,,Depending on the exact nature of the issue I might think they wouldn't want to hire me,,Depending on the exact nature of the issue I might think they wouldn't want to hire me,"Yes, I think it would",Maybe,Very open,Maybe/Not sure,0.0,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,32.0,other,Germany,,Germany,,Back-end Developer,Never,other,False,False,False,True,Germany,False,False,False,True,False,False,False,False,False,False,False,25-35,1.2707980320115202,0.8983936906015085,2
0,100-500,1.0,,Yes,1,0,1,1,Very easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,Some did,"Yes, I was aware of all of them",None did,Some did,"Yes, always",None of them,None of them,"Yes, at all of my previous employers",I don't know,"Yes, they all did",None of them,0.0,Seems unnecessary,0.0,Seems unnecessary. It's asinine to bring up unnecessary conversation ever. ,"No, I don't think it would","No, they do not",Very open,No,,0,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Substance Use Disorder|Addictive Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Substance Use Disorder|Addictive Disorder",1,Often,Sometimes,30.0,male,United States,New York,United States of America,New York,Supervisor/Team Lead|Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.145509368590068,2.286169260088365,2
0,More than 1000,1.0,,I don't know,I am not sure,0,0,I don't know,Very easy,,0.0,0.0,,0,0.0,,,,,,,,,0,,,,,,,,,,,,0.0,It doesn't have any bearing on my ability to accomplish the job when properly coped with.,0.0,"Again, when properly coped with it shouldn't affect my ability to do the job. I expect, as with physical health issues, I'll be allowed time needed when coping is necessary.",Maybe,Maybe,Somewhat open,No,,I don't know,1.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,Rarely,Often,31.0,male,United States,Minnesota,United States of America,Minnesota,One-person shop|Front-end Developer|Back-end Developer|Dev Evangelist/Advocate|Other,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-0.5238249640669247,-1.383264792758459,1
1,,,,,,,,,,,,,,,,0.0,"No, I don't know any","No, because it doesn't matter",0,"Sometimes, if it comes up",Not applicable to me,Yes,1-25%,1,Some did,"No, I only became aware later",None did,None did,I don't know,I don't know,Some of them,Some of my previous employers,"Yes, at all of my previous employers",I don't know,None of them,0.0,Completely dependant on the relevance of the mental health issue and it's impact on the work being applied for. ,,Same as before ,Maybe,Maybe,Somewhat open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,37.0,male,Czech Republic,,Czech Republic,,Back-end Developer|Front-end Developer,Sometimes,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,35-45,-1.9869653188888219,-1.1846187179336511,1
0,26-100,1.0,,Yes,I am not sure,0,I don't know,1,Very easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,1.0,It's good to be upfront about everything.,1.0,It's no different from a physical health issue. If it can potentially affect my performance then I should be clear.,"No, I don't think it would","No, I don't think they would",Somewhat not open,Maybe/Not sure,0.0,0,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)",,0,,0,Not applicable to me,Sometimes,36.0,male,United Kingdom,,United Kingdom,,Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer,Sometimes,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,35-45,-1.4769381629346117,2.6230282381537346,2
0,100-500,1.0,,No,0,0,1,I don't know,Somewhat easy,,0.0,0.0,0.0,I don't know,1.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,Sometimes,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,0.0,I don't think is the place nor the time for this,0.0,same as before,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,33.0,male,Germany,,Germany,,Executive Leadership|Front-end Developer|Back-end Developer|Sales|Supervisor/Team Lead,Never,male,False,True,False,False,Germany,False,False,False,True,False,False,False,False,False,False,False,25-35,-1.2032786819766912,-3.0067934872941735,1
0,26-100,1.0,,Yes,I am not sure,0,1,1,Very easy,0.0,0.0,1.0,,1,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1.0,"These days I'm more comfortable expressing anything that could be a factor in getting work done. It helps me screen employers: if anything is an insurmountable problem for them, then it is clearly not a place I want to work.",1.0,"Same answer as for physical health issues, though admittedly I'm a little slower to bring up mental health concerns due to stigma fears.",Maybe,Maybe,Somewhat open,"Yes, I experienced",0.0,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,44.0,male,United States,Washington,United States of America,Washington,Back-end Developer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,0.39689990211718584,3.686182893641962,2
0,100-500,1.0,,No,1,0,0,I don't know,Somewhat easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,"No, none did","Yes, I was aware of all of them",None did,None did,No,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,"Yes, all of them",,,,,Maybe,"Yes, I think they would",Somewhat open,"Yes, I observed",1.0,0,0.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",0,,0,Never,Sometimes,29.0,male,United Kingdom,,United Kingdom,,Front-end Developer,Never,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-2.245097077925924,0.925550085065459,1
0,100-500,1.0,,No,I am not sure,1,0,I don't know,Somewhat easy,0.0,0.0,,1.0,I don't know,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,1.0,,,,Maybe,"No, I don't think they would",Very open,No,,1,1.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Sometimes,29.0,male,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,0.5159177994216297,2.113862560499446,2
0,More than 1000,1.0,,Yes,1,I don't know,I don't know,I don't know,Neither easy nor difficult,,0.0,1.0,1.0,I don't know,1.0,,,,,,,,,1,Some did,"No, I only became aware later",None did,Some did,I don't know,Some of them,Some of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",I don't know,Some of them,1.0,The employer needs to know that I would need support in order to do my best work for them,1.0,Because my employer needs to support me in order to get the best work possible from me,Maybe,Maybe,Very open,"Yes, I observed",0.0,I don't know,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,44.0,male,Canada,,Canada,,Support|Other,Always,male,False,True,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,35-45,-2.9642174456750925,1.5558727079466654,1
1,,,,,,,,,,,,,,,,1.0,I know some,"No, because it doesn't matter",1,"Sometimes, if it comes up",I'm not sure,Yes,26-50%,1,"Yes, they all did","No, I only became aware later",None did,Some did,"Yes, always",Some of them,Some of them,"Yes, at all of my previous employers",Some of my previous employers,None did,Some of them,,"An employer weighs the impact to quality/availability of work and the cost to productivity as well as the cost (in my case) to ensure that I have the proper equipment (I'm obese).  Unfortunately, it's not something that's avoidable for the employer to notice.",0.0,"In most regards it doesn't concern the employer, if it becomes an issue then I'd be willing to discuss it.","Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I observed",,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)",,0,,0,Rarely,Sometimes,34.0,male,United States,Georgia,United States of America,Georgia,One-person shop|Back-end Developer|DevOps/SysAdmin,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,0.08818980484372377,-0.09745133176715744,2
0,100-500,1.0,,Yes,I am not sure,0,I don't know,1,Somewhat easy,0.0,0.0,,1.0,0,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,,"For me, it depends on how the interview is going - if it's clear that it's a dead end, I would not bring it up.",,"For me, it depends on how the interview is going - if it's clear that it's a dead end, I would not bring it up.","No, I don't think it would","No, I don't think they would",Somewhat open,Maybe/Not sure,0.0,I don't know,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,0,,1,Rarely,Sometimes,40.0,male,United States,Minnesota,United States of America,Minnesota,Other,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,0.11967951825057956,1.860749899234289,2
0,More than 1000,1.0,,Yes,I am not sure,0,0,1,Somewhat difficult,1.0,,1.0,1.0,0,0.0,,,,,,,,,1,Some did,"No, I only became aware later",None did,Some did,I don't know,Some of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",None did,None of them,,Depends on the social perception of the issue.,0.0,Too easy to map mental health to ability to do the job.,Maybe,Maybe,Very open,Maybe/Not sure,0.0,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,0,,1,Often,Often,46.0,other,Netherlands,,Netherlands,,Supervisor/Team Lead|Other,Never,other,False,False,False,True,Netherlands,False,False,False,False,False,True,False,False,False,False,False,45-60,0.7521029631389722,1.1714159237809347,2
1,,,,,,,,,,,,,,,,1.0,I know some,"No, because it would impact me negatively",I'm not sure,"Sometimes, if it comes up",No,Yes,51-75%,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,1.0,,0.0,,"Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I experienced",0.0,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",,0,,1,Sometimes,Often,28.0,male,Lithuania,,Lithuania,,DevOps/SysAdmin|Back-end Developer,Sometimes,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,0.6101105812856087,0.9864619311790578,2
0,More than 1000,0.0,1.0,No,I am not sure,0,0,0,Somewhat difficult,,0.0,0.0,0.0,0,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,No,I don't know,None of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,0.0,,0.0,,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,41.0,male,United States,Georgia,United States of America,Georgia,Back-end Developer,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-1.5652090495419566,-2.5492847903958764,1
0,6-25,1.0,,Yes,1,I don't know,1,I don't know,Somewhat easy,,,,,0,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,No,"Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,0.0,Seems like it would deter them from hiring me.,0.0,Seems like it would deter them from hiring me.,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",1.0,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,33.0,male,United States,Kentucky,United States of America,Kentucky,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,2.021054985792242,0.13699443216431678,2
